,Real classes,KNN,Logistic Regression,Decision Tree,Random Forest,SVM,GNBC,BNBC
772,4,4,4,4,4,4,4,4
773,7,7,7,7,7,7,7,7
774,8,8,8,8,8,8,8,8
775,5,5,5,5,5,5,5,5
776,3,3,3,3,3,3,3,3
777,5,5,5,5,5,5,5,5
778,8,8,8,8,8,8,8,8
779,9,9,9,9,9,9,9,9
780,3,3,3,3,3,3,3,3
781,3,3,3,3,3,3,3,3
782,8,8,8,8,8,8,8,8
783,5,5,5,5,5,5,5,5
784,0,0,0,0,0,0,0,0
785,6,6,6,6,6,6,6,4
786,5,5,5,5,5,5,5,5
787,0,0,0,0,0,0,0,0
788,9,9,9,9,9,9,9,9
789,9,9,9,9,9,9,9,9
790,4,7,4,4,4,4,4,7
791,9,9,9,9,9,9,9,9
792,2,2,2,2,2,2,2,2
793,3,3,3,3,3,3,3,3
794,6,6,6,6,6,6,6,6
795,9,9,9,9,9,9,9,9
796,5,5,5,5,5,5,5,5
797,6,6,6,6,6,6,6,6
798,3,3,3,3,3,3,3,3
799,2,2,2,2,2,2,2,2
800,8,8,8,8,8,8,8,8
801,8,8,8,8,8,8,8,8
802,1,1,1,1,1,1,9,9
803,1,1,1,1,1,1,1,1
804,7,7,7,7,7,7,7,7
805,1,1,1,1,1,1,1,1
806,0,0,0,0,0,0,0,0
807,9,8,9,9,9,8,8,8
808,8,8,8,8,8,8,8,8
809,9,9,9,9,9,9,9,9
810,8,8,8,8,8,8,8,8
811,7,7,7,7,7,7,7,7
812,9,9,9,9,9,9,9,9
813,5,5,5,5,5,5,5,5
814,6,6,6,6,6,6,6,6
815,0,0,0,0,0,0,0,0
816,2,2,2,2,2,2,3,3
817,9,1,9,9,9,9,1,1
818,3,5,3,3,3,5,5,5
819,3,3,3,3,3,3,3,3
820,8,8,8,8,8,8,8,8
821,4,4,4,4,4,4,4,4
822,1,1,1,1,1,1,1,1
823,3,3,3,3,3,3,3,3
824,1,1,1,1,1,1,1,1
825,7,7,7,7,7,7,7,7
826,6,6,6,6,6,6,6,6
827,6,6,6,6,6,6,6,6
828,9,9,9,9,9,9,9,9
829,1,1,1,1,1,1,1,1
830,5,5,5,5,5,5,5,5
831,1,9,1,1,1,1,1,9
832,8,8,8,8,8,8,0,3
833,6,6,6,6,6,6,6,6
834,7,5,7,7,7,7,7,7
835,0,0,0,0,0,0,0,0
836,4,4,4,4,4,4,4,4
837,6,4,3,6,6,6,4,3
838,5,5,5,5,5,5,5,5
839,4,4,4,4,4,4,4,4
840,7,7,7,7,7,7,7,7
841,1,1,1,1,1,1,1,1
842,1,1,1,1,1,1,1,1
843,9,9,9,9,9,9,9,9
844,0,0,0,0,0,0,0,0
845,6,6,6,6,6,6,6,6
846,7,7,7,7,7,7,7,7
847,9,9,9,9,9,9,9,9
848,5,5,5,5,5,5,5,5
849,9,9,9,9,9,9,9,9
850,2,2,2,2,2,2,2,2
851,3,3,3,3,3,3,3,3
852,5,5,5,5,5,5,5,5
853,4,4,4,4,4,4,4,4
854,3,5,3,3,3,3,3,3
855,3,3,3,3,3,3,3,3
856,7,7,7,7,7,7,7,7
857,8,8,8,8,8,8,0,0
858,6,6,6,6,6,6,6,6
859,5,5,5,5,5,5,5,5
860,8,8,8,8,8,8,8,8
861,3,3,3,3,3,3,3,3
862,7,7,7,7,7,7,7,7
863,9,9,9,9,9,9,9,9
864,7,7,7,7,7,7,3,3
865,7,7,7,7,7,7,7,7
866,1,1,1,1,1,1,1,1
867,4,4,4,4,4,4,4,4
868,5,3,3,5,5,3,3,3
869,2,9,2,2,2,2,0,8
870,3,3,3,3,3,3,3,3
871,9,9,9,9,9,9,9,9
872,9,9,9,9,9,9,9,9
873,8,8,8,8,8,8,8,8
874,3,3,3,3,3,3,3,3
875,1,1,1,1,1,1,1,1
876,6,6,6,6,6,6,6,6
877,1,1,1,1,1,1,1,1
878,0,0,0,0,0,0,0,0
879,2,2,2,2,2,2,2,2
880,7,7,7,7,7,7,7,7
881,5,5,5,5,5,5,5,5
882,7,7,7,7,7,7,7,7
883,4,4,4,4,4,4,4,4
884,7,7,7,7,7,7,3,4
885,3,3,3,3,3,3,3,3
886,9,9,9,9,9,9,1,1
887,7,7,7,7,7,7,7,7
888,3,5,3,3,3,3,5,3
889,6,6,6,6,6,6,6,6
890,0,0,0,0,0,0,0,0
891,7,7,7,7,7,7,7,7
892,6,6,6,6,6,6,6,6
893,3,3,3,3,3,3,5,3
894,0,0,0,0,0,0,0,0
895,8,8,8,8,8,8,8,8
896,7,7,7,7,7,7,4,4
897,9,9,9,9,9,9,9,9
898,9,9,9,9,9,9,9,9
899,3,3,3,3,3,3,3,3
900,4,4,4,4,4,4,4,4
901,1,1,1,1,1,1,1,1
902,2,0,2,2,2,2,3,3
903,6,3,6,6,6,3,3,3
904,2,2,2,2,2,2,2,2
905,3,5,3,3,3,3,3,0
906,5,5,5,5,5,5,5,5
907,8,8,8,8,8,8,8,8
908,8,8,8,8,8,8,8,8
909,1,1,1,1,1,1,1,1
910,4,4,4,4,4,4,4,4
911,6,6,6,6,6,6,6,6
912,8,8,8,8,8,8,8,8
913,1,1,1,1,1,1,9,9
914,9,9,9,9,9,9,9,9
915,2,2,2,2,2,2,2,2
916,3,6,3,3,3,3,3,3
917,2,2,2,2,2,2,2,2
918,8,8,8,8,8,8,8,8
919,3,3,3,3,3,3,5,3
920,2,2,2,2,2,2,2,2
921,6,6,6,6,6,6,6,6
922,0,0,0,0,0,0,0,0
923,6,4,6,6,6,6,4,4
924,7,7,7,7,7,7,7,7
925,4,4,4,4,4,4,4,4
926,5,5,5,5,5,5,5,5
927,8,8,8,8,8,8,8,8
928,2,2,2,2,2,2,2,2
929,7,7,7,7,7,7,7,7
930,1,1,1,1,1,1,1,1
931,3,3,3,3,3,3,3,3
932,0,0,0,0,0,0,0,0
933,3,3,3,3,3,3,3,3
934,0,0,0,0,0,0,0,0
935,2,2,2,2,2,2,2,2
936,6,6,6,6,6,6,6,6
937,2,2,2,2,2,2,2,2
938,0,0,0,0,0,0,0,0
939,2,2,2,2,2,2,2,3
940,5,0,5,5,5,5,3,3
941,3,3,3,3,3,3,3,3
942,5,5,5,5,5,5,5,5
943,2,2,2,2,2,2,2,2
944,5,5,5,5,5,5,5,5
945,2,2,2,2,2,2,2,3
946,0,0,0,0,0,0,8,8
947,4,4,4,4,4,4,4,4
948,6,6,6,6,6,6,6,6
949,1,1,1,1,1,1,1,1
950,9,9,9,9,9,9,9,9
951,8,8,8,8,8,8,0,0
952,3,9,3,3,3,3,3,3
953,8,8,8,8,8,8,8,8
954,2,2,2,2,2,2,2,2
955,3,3,3,3,3,3,3,3
956,3,0,3,3,3,3,3,3
957,5,5,5,5,5,5,5,5
958,4,4,4,4,4,4,4,4
959,5,5,5,5,5,5,5,5
960,4,4,4,4,4,4,4,7
961,1,1,1,1,1,1,1,1
962,6,6,6,6,6,6,6,6
963,8,8,8,8,8,8,8,8
964,8,8,8,8,8,8,8,8
965,8,8,8,8,8,8,8,8
966,2,2,2,2,2,2,2,2
967,1,1,1,1,1,1,1,1
968,1,1,1,1,1,1,1,1
969,1,1,1,1,1,1,1,1
970,5,5,5,5,5,5,5,5
971,8,8,8,8,8,8,0,8
972,5,5,5,5,5,5,5,5
973,7,7,7,7,7,7,7,7
974,4,4,4,4,4,4,4,4
975,4,4,4,4,4,4,4,4
976,2,2,2,2,2,2,2,2
977,4,4,4,4,4,4,4,4
978,0,0,0,0,0,0,0,0
979,2,2,2,2,2,2,2,2
980,4,4,4,4,4,4,4,3
981,3,3,3,3,3,3,3,3
982,5,5,5,5,5,5,5,5
983,8,8,8,8,8,8,8,8
984,0,0,0,0,0,0,0,0
985,5,5,5,5,5,5,5,5
986,1,1,1,1,1,1,1,1
987,9,1,9,9,9,9,1,1
988,3,3,3,3,3,3,3,3
989,9,9,9,9,9,9,9,9
990,3,3,3,3,3,3,3,3
991,2,2,2,2,2,2,2,2
992,1,1,1,1,1,1,1,1
993,4,4,4,4,4,4,7,4
994,5,5,5,5,5,5,5,3
995,4,4,4,4,4,4,4,4
996,0,0,0,0,0,0,0,0
997,6,2,6,6,6,6,6,6
998,4,0,4,4,4,4,3,3
999,2,2,2,2,2,2,2,2
1000,6,6,6,6,6,6,6,6
1001,9,9,9,9,9,9,9,9
1002,9,9,9,9,9,9,9,9
1003,1,1,1,1,1,1,1,1
1004,8,8,8,8,8,8,8,8
1005,8,8,8,8,8,8,8,8
1006,0,0,0,0,0,0,0,0
1007,9,9,9,9,9,9,9,9
1008,7,7,7,7,7,7,7,7
1009,3,3,3,3,3,3,3,3
1010,4,4,4,4,4,4,4,4
1011,5,5,5,5,5,5,5,5
1012,1,1,1,1,1,1,1,1
1013,5,5,5,5,5,5,5,5
1014,9,9,9,9,9,9,9,9
1015,8,8,8,8,8,8,8,8
1016,7,7,7,7,7,7,7,7
1017,9,9,9,9,9,9,9,9
1018,9,9,9,9,9,9,9,9
1019,0,0,0,0,0,0,0,0
1020,7,7,7,7,7,7,7,7
1021,2,2,2,2,2,2,2,2
1022,2,2,2,2,2,2,2,2
1023,2,2,2,2,2,2,2,2
1024,4,4,4,4,4,4,4,4
1025,5,5,5,5,5,5,5,5
1026,6,6,6,6,6,6,6,6
1027,0,0,0,0,0,0,0,0
1028,8,8,8,8,8,8,8,0
1029,1,1,1,1,1,1,1,1
1030,5,5,5,5,5,5,5,5
1031,1,1,1,1,1,1,1,1
1032,1,1,1,1,1,1,1,1
1033,2,2,2,2,2,2,2,2
1034,2,2,2,2,2,2,2,3
1035,7,7,7,7,7,7,7,7
1036,4,7,4,4,4,4,7,7
1037,2,2,2,2,2,2,2,2
1038,7,7,7,7,7,7,7,7
1039,8,8,8,8,8,8,8,8
1040,6,6,6,6,6,6,6,6
1041,9,9,9,9,9,9,9,9
1042,4,4,4,4,4,4,4,4
1043,7,7,7,7,7,7,7,7
1044,9,9,9,9,9,9,9,9
1045,1,3,1,1,1,1,3,1
1046,8,8,8,8,8,8,8,8
1047,5,5,5,5,5,5,5,5
1048,6,6,6,6,6,6,6,6
1049,2,2,2,2,2,2,2,2
1050,8,8,8,8,8,8,8,8
1051,7,7,7,7,7,7,7,7
1052,1,1,1,1,1,1,1,1
1053,8,8,8,8,8,8,8,8
1054,6,4,6,6,6,6,6,6
1055,3,5,5,3,3,3,3,3
1056,5,5,5,5,5,5,5,5
1057,7,7,7,7,7,7,7,5
1058,9,9,9,9,9,9,9,9
1059,1,1,1,1,1,1,1,1
1060,1,1,1,1,1,1,1,1
1061,4,4,4,4,4,4,4,4
1062,7,7,7,7,7,7,7,7
1063,1,1,1,1,1,1,1,1
1064,7,7,7,7,7,7,7,7
1065,8,8,8,8,8,8,8,8
1066,8,8,8,8,8,8,8,8
1067,9,9,9,9,9,9,9,9
1068,4,4,4,4,4,4,4,4
1069,2,2,2,2,2,2,2,2
1070,8,8,8,8,8,8,8,8
1071,2,2,2,2,2,2,2,2
1072,9,9,9,9,9,9,9,9
1073,7,7,7,7,7,7,7,7
1074,2,2,2,2,2,2,2,3
1075,6,6,6,6,6,6,6,6
1076,5,5,5,5,5,5,5,5
1077,5,5,5,5,5,5,5,5
1078,4,4,4,4,4,4,4,4
1079,6,6,6,6,6,6,3,3
1080,8,8,8,8,8,8,8,8
1081,3,4,3,3,3,3,3,3
1082,4,4,4,4,4,4,4,4
1083,2,2,2,2,2,2,2,2
1084,3,3,3,3,3,3,3,3
1085,5,5,5,5,5,5,5,5
1086,5,5,5,5,5,5,5,5
1087,7,7,7,7,7,7,7,7
1088,4,4,4,4,4,4,4,4
1089,0,8,0,0,0,8,8,8
1090,6,6,6,6,6,6,6,6
1091,7,7,7,7,7,7,7,7
1092,4,4,4,4,4,4,4,4
1093,7,0,7,7,7,7,7,7
1094,9,9,9,9,9,9,9,9
1095,4,4,4,4,4,4,4,4
1096,6,6,6,6,6,6,6,6
1097,7,7,7,7,7,7,7,7
1098,0,0,0,0,0,0,0,0
1099,6,6,6,6,6,6,6,6
1100,6,6,6,6,6,6,6,6
1101,7,7,7,7,7,7,7,7
1102,3,3,3,3,3,3,3,3
1103,5,5,5,5,5,5,5,5
1104,0,0,0,0,0,0,0,0
1105,1,1,1,1,1,1,1,1
1106,7,7,7,7,7,7,7,7
1107,1,1,1,1,1,1,1,1
1108,5,5,5,5,5,5,5,5
1109,7,5,7,7,7,7,5,7
1110,2,2,2,2,2,2,2,2
1111,8,8,8,8,8,8,8,8
1112,4,4,4,4,4,4,4,4
1113,2,2,2,2,2,2,2,2
1114,2,0,2,2,2,2,2,2
1115,5,5,5,5,5,5,5,5
1116,0,0,0,0,0,0,0,0
1117,1,1,1,1,1,1,1,1
1118,1,1,1,1,1,1,1,1
1119,9,9,9,9,9,9,9,9
1120,5,5,5,5,5,5,5,5
1121,9,9,9,9,9,9,9,9
1122,6,6,6,6,6,6,6,6
1123,4,4,4,4,4,4,4,4
1124,9,9,9,9,9,9,9,9
1125,7,7,7,7,7,7,4,4
1126,0,0,0,0,0,0,0,0
1127,9,1,9,9,9,9,9,9
1128,4,4,4,4,4,4,6,3
1129,4,4,4,4,4,4,4,4
1130,3,3,3,3,3,3,3,3
1131,9,9,9,9,9,9,9,9
1132,3,3,3,3,3,3,3,3
1133,3,3,3,3,3,3,3,3
1134,4,4,4,4,4,4,4,4
1135,6,6,6,6,6,6,6,6
1136,3,3,3,3,3,3,3,3
1137,4,4,4,4,4,4,4,4
1138,5,5,5,5,5,5,5,5
1139,7,7,7,7,7,7,7,7
1140,2,2,2,2,2,2,2,2
1141,2,2,2,2,2,2,2,3
1142,2,2,2,2,2,2,2,2
1143,4,4,4,4,4,4,4,4
1144,2,2,2,2,2,2,2,2
1145,0,0,0,0,0,0,0,0
1146,2,2,2,2,2,2,2,2
1147,2,2,2,2,2,2,2,2
1148,7,7,7,7,7,7,7,7
1149,9,9,9,9,9,9,9,9
1150,2,2,2,2,2,2,2,2
1151,1,1,1,1,1,1,3,3
1152,5,9,3,5,5,5,3,3
1153,0,0,0,0,0,0,0,0
1154,8,8,8,8,8,8,8,8
1155,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0
1157,9,9,9,9,9,9,9,9
1158,4,4,4,4,4,4,4,4
1159,0,0,0,0,0,0,0,0
1160,6,6,6,6,6,6,6,6
1161,0,0,0,0,0,0,0,0
1162,4,4,4,4,4,4,0,0
1163,5,5,5,5,5,5,5,5
1164,6,6,6,6,6,6,6,6
1165,7,7,7,7,7,7,7,7
1166,0,0,0,0,0,0,0,0
1167,4,4,4,4,4,4,4,4
1168,9,9,9,9,9,9,9,9
1169,0,0,0,0,0,0,0,0
1170,8,8,8,8,8,8,8,8
1171,8,8,8,8,8,8,8,8
1172,2,2,2,2,2,2,2,2
1173,0,0,0,0,0,0,0,0
1174,4,4,4,4,4,4,4,4
1175,0,0,0,0,0,0,0,0
1176,9,9,9,9,9,9,9,9
1177,6,6,6,6,6,6,6,6
1178,0,0,0,0,0,0,0,0
1179,6,6,6,6,6,6,6,6
1180,2,2,2,2,2,2,2,2
1181,0,0,0,0,0,0,0,9
1182,7,7,7,7,7,7,7,7
1183,6,6,6,6,6,6,6,6
1184,1,1,1,1,1,1,1,1
1185,5,5,5,5,5,5,5,5
1186,3,3,3,3,3,3,3,3
1187,0,0,0,0,0,0,0,0
1188,4,4,4,4,4,4,4,4
1189,2,2,2,2,2,2,2,2
1190,8,8,8,8,8,0,0,0
1191,2,2,2,2,2,2,2,2
1192,8,8,8,8,8,8,8,8
1193,3,3,3,3,3,3,3,3
1194,8,8,8,8,8,8,8,8
1195,3,3,3,3,3,3,3,3
1196,8,8,8,8,8,8,8,8
1197,6,0,6,6,6,6,0,3
1198,6,6,6,6,6,6,6,6
1199,1,1,1,1,1,1,1,1
1200,7,7,7,7,7,7,7,7
1201,8,8,8,8,8,8,8,8
1202,6,6,6,6,6,6,6,6
1203,8,8,8,8,8,8,8,8
1204,1,1,1,1,1,1,1,1
1205,2,2,2,2,2,2,2,2
1206,1,1,1,1,1,1,1,1
1207,3,3,3,3,3,3,3,3
1208,9,9,9,9,9,9,9,9
1209,6,6,6,6,6,6,6,6
1210,8,8,8,8,8,8,8,8
1211,6,6,6,6,6,6,6,6
1212,6,6,6,6,6,6,6,6
1213,1,1,1,1,1,1,1,1
1214,0,0,0,0,0,0,8,8
1215,1,1,1,1,1,1,1,1
1216,9,9,9,9,9,9,9,9
1217,7,7,7,7,7,7,7,7
1218,9,9,9,9,9,9,9,9
1219,0,8,0,0,0,0,8,8
1220,9,9,9,9,9,9,9,9
1221,2,2,2,2,2,2,2,2
1222,1,9,1,1,1,1,3,3
1223,1,1,1,1,1,1,1,1
1224,5,5,5,5,5,5,5,5
1225,7,7,7,7,7,7,7,7
1226,0,0,0,0,0,0,0,0
1227,5,5,5,5,5,5,5,5
1228,6,6,6,6,6,6,6,6
1229,4,4,4,4,4,4,4,4
1230,5,5,5,5,5,5,5,5
1231,4,7,4,4,4,4,2,2
1232,8,8,8,8,8,8,8,8
1233,5,4,5,5,5,4,4,4
1234,3,3,3,3,3,3,3,5
1235,1,1,1,1,1,1,1,1
1236,2,2,2,2,2,2,2,2
1237,7,7,7,7,7,7,7,7
1238,7,7,7,7,7,7,7,7
1239,1,1,1,1,1,1,1,1
1240,8,8,8,8,8,8,8,8
1241,8,8,8,8,8,8,8,8
1242,3,3,3,3,3,3,3,3
1243,7,5,7,7,7,7,7,5
1244,4,4,4,4,4,4,4,4
1245,9,9,9,9,9,9,9,9
1246,9,9,9,9,9,9,9,9
1247,9,9,9,9,9,9,9,9
1248,5,5,5,5,5,5,5,5
1249,2,2,2,2,2,2,2,2
1250,8,8,8,8,8,8,8,8
1251,9,9,9,9,9,9,9,9
1252,8,8,8,8,8,8,8,8
1253,4,4,4,4,4,4,4,4
1254,4,4,4,4,4,4,4,4
1255,2,2,2,2,2,2,2,2
1256,7,7,7,7,7,7,7,7
1257,8,8,8,8,8,8,8,8
1258,1,1,1,1,1,1,1,1
1259,1,1,1,1,1,1,1,1
1260,4,4,4,4,4,4,4,4
1261,2,2,2,2,2,2,2,2
1262,1,1,1,1,1,1,1,1
1263,8,8,8,8,8,8,8,8
1264,0,0,0,0,0,0,0,0
1265,0,0,0,0,0,0,0,0
1266,4,4,4,4,4,4,4,4
1267,8,8,8,8,8,8,8,8
1268,1,1,1,1,1,1,1,1
1269,9,9,9,9,9,9,9,9
1270,3,7,3,3,3,3,3,3
1271,9,9,9,9,9,9,9,9
1272,8,8,8,8,8,8,8,8
1273,2,2,2,2,2,2,2,2
1274,8,8,8,8,8,8,8,8
1275,4,4,4,4,4,4,4,4
1276,4,4,4,4,4,4,4,4
1277,9,9,9,9,9,9,1,1
1278,9,9,9,9,9,9,9,9
1279,8,8,8,8,8,8,8,8
1280,5,5,5,5,5,5,5,5
1281,5,5,5,5,5,5,5,5
1282,2,2,2,2,2,2,2,2
1283,6,6,6,6,6,6,6,6
1284,5,5,5,5,5,5,5,5
1285,3,3,3,3,3,3,3,3
1286,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0
1288,6,6,6,6,6,6,6,3
1289,5,5,5,5,5,5,5,5
1290,1,1,1,1,1,1,1,1
1291,6,7,6,6,6,6,4,6
1292,1,1,1,1,1,1,1,1
1293,8,8,8,8,8,8,0,0
1294,5,5,5,5,5,5,5,5
1295,8,8,8,8,8,8,8,8
1296,4,4,4,4,4,4,4,4
1297,0,0,0,0,0,0,0,0
1298,6,6,6,6,6,6,6,6
1299,2,2,2,2,2,2,4,4
1300,0,0,0,0,0,0,0,0
1301,2,2,2,2,2,2,7,7
1302,9,9,9,9,9,9,9,9
1303,4,4,4,4,4,4,4,4
1304,5,5,5,5,5,5,5,5
1305,6,6,6,6,6,6,6,6
1306,8,8,8,8,8,8,8,8
1307,0,0,0,0,0,0,0,0
1308,1,1,1,1,1,1,1,1
1309,6,6,6,6,6,6,6,3
1310,2,2,2,2,2,2,2,2
1311,4,4,4,4,4,4,4,4
1312,3,3,3,3,3,3,3,3
1313,8,8,8,8,8,8,8,8
1314,8,8,8,8,8,8,8,8
1315,3,3,3,3,3,3,3,3
1316,7,7,7,7,7,7,7,7
1317,7,7,7,7,7,7,7,7
1318,9,9,9,9,9,9,9,9
1319,1,1,1,1,1,1,1,1
1320,5,5,5,5,5,5,5,5
1321,6,6,6,6,6,6,6,6
1322,1,1,1,1,1,1,1,1
1323,3,3,3,3,3,3,3,3
1324,3,3,3,3,3,3,3,3
1325,3,3,3,3,3,3,3,3
1326,8,8,8,8,8,8,8,8
1327,2,2,2,2,2,2,2,2
1328,1,1,1,1,1,1,0,3
1329,0,0,0,0,0,0,0,0
1330,6,6,6,6,6,6,6,6
1331,2,4,2,2,2,4,4,4
1332,1,1,1,1,1,1,1,1
1333,4,4,4,4,4,4,4,4
1334,3,3,3,3,3,3,3,3
1335,5,5,5,5,5,5,5,5
1336,0,0,0,0,0,0,0,0
1337,0,8,0,0,0,0,8,8
1338,2,2,2,2,2,2,4,4
1339,6,6,6,6,6,6,6,6
1340,7,7,7,7,7,7,7,7
1341,9,9,9,9,9,9,9,9
1342,0,0,0,0,0,0,0,0
1343,1,1,1,1,1,1,1,1
1344,4,4,4,4,4,4,4,4
1345,4,4,4,4,4,4,4,4
1346,4,4,4,4,4,4,4,4
1347,4,4,7,4,4,4,2,4
1348,1,1,1,1,1,1,1,1
1349,9,9,9,9,9,9,9,9
1350,1,9,1,1,1,9,9,8
1351,5,5,3,5,5,5,3,3
1352,1,1,1,1,1,1,1,1
1353,6,4,6,6,6,6,4,4
1354,0,8,0,0,0,0,8,8
1355,1,1,1,1,1,1,1,1
1356,1,1,1,1,1,1,1,1
1357,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0
1359,1,9,1,1,1,1,1,1
1360,6,6,6,6,6,6,6,6
1361,6,6,6,6,6,6,6,6
1362,7,7,7,7,7,7,7,7
1363,0,0,0,0,0,0,0,0
1364,2,2,2,2,2,2,2,2
1365,3,3,3,3,3,3,3,3
1366,1,1,1,1,1,1,1,1
1367,6,6,6,6,6,6,3,3
1368,2,2,2,2,2,2,2,3
1369,5,3,3,5,5,3,3,3
1370,1,1,1,1,1,1,1,1
1371,3,3,3,3,3,3,3,3
1372,2,2,2,2,2,2,2,2
1373,6,6,6,6,6,6,6,6
1374,0,0,0,0,0,0,0,0
1375,9,9,9,9,9,9,9,9
1376,4,4,4,4,4,4,4,4
1377,7,7,7,7,7,7,7,7
1378,3,3,3,3,3,3,3,3
1379,0,0,0,0,0,0,0,0
1380,6,6,6,6,6,6,6,6
1381,9,9,9,9,9,9,9,9
1382,0,0,0,0,0,0,0,0
1383,3,3,3,3,3,3,3,3
1384,2,2,2,2,2,2,4,4
1385,9,9,9,9,9,9,9,9
1386,5,5,5,5,5,5,5,5
1387,5,5,5,5,5,5,5,5
1388,6,6,6,6,6,6,6,6
1389,1,1,1,1,1,1,1,1
1390,5,5,5,5,5,5,5,5
1391,0,0,0,0,0,0,0,0
1392,2,6,2,2,2,2,2,2
1393,6,6,6,6,6,6,6,6
1394,8,8,8,8,8,8,8,8
1395,6,6,6,6,6,6,2,2
1396,5,5,5,5,5,5,5,5
1397,3,3,3,3,3,3,3,3
1398,5,5,5,5,5,5,5,5
1399,2,2,2,2,2,2,2,2
1400,5,5,5,5,5,5,5,5
1401,1,1,1,1,1,1,1,1
1402,9,9,9,9,9,9,9,9
1403,7,7,7,7,7,7,7,7
1404,3,3,3,3,3,3,3,3
1405,0,2,0,0,0,0,2,2
1406,4,4,4,4,4,4,4,4
1407,4,4,4,4,4,4,3,3
1408,6,6,6,6,6,6,6,6
1409,4,4,4,4,4,4,4,4
1410,2,2,2,2,2,2,2,2
1411,0,4,0,0,0,0,0,0
1412,4,4,4,4,4,4,4,4
1413,3,3,3,3,3,3,3,3
1414,1,1,1,1,1,1,3,3
1415,6,6,6,6,6,6,6,6
1416,2,2,2,2,2,2,2,2
1417,8,8,8,8,8,8,8,8
1418,8,8,8,8,8,8,8,0
1419,2,2,2,2,2,2,2,2
1420,5,5,5,5,5,5,5,5
1421,1,1,1,1,1,1,3,1
1422,7,7,7,7,7,7,7,5
1423,6,6,6,6,6,6,3,3
1424,4,4,4,4,4,4,4,4
1425,7,7,7,7,7,7,7,7
1426,5,5,5,5,5,5,5,5
1427,1,1,1,1,1,1,1,1
1428,9,9,9,9,9,9,3,3
1429,9,9,9,9,9,9,9,9
1430,6,6,6,6,6,6,6,6
1431,8,8,8,8,8,8,8,8
1432,1,1,1,1,1,1,1,1
1433,0,0,0,0,0,0,0,0
1434,4,4,4,4,4,4,4,4
1435,1,1,1,1,1,1,1,1
1436,9,9,9,9,9,9,9,9
1437,1,1,1,1,1,1,1,1
1438,9,9,9,9,9,9,9,9
1439,8,8,8,8,8,8,8,8
1440,8,8,8,8,8,8,8,8
1441,9,9,9,9,9,9,9,9
1442,3,3,3,3,3,3,3,3
1443,0,0,0,0,0,0,0,0
1444,5,3,5,5,5,5,3,3
1445,9,9,9,9,9,9,9,9
1446,4,4,4,4,4,4,4,4
1447,6,6,6,6,6,6,6,6
1448,3,3,3,3,3,3,3,3
1449,9,9,9,9,9,9,9,9
1450,7,7,7,7,7,7,7,7
1451,2,2,2,2,2,2,2,2
1452,2,2,2,2,2,2,2,2
1453,9,9,9,9,9,9,9,9
1454,1,1,1,1,1,1,1,1
1455,8,8,8,8,8,8,3,8
1456,8,8,8,8,8,8,8,8
1457,4,4,4,4,4,4,4,4
1458,7,6,7,7,7,7,3,4
1459,7,7,7,7,7,7,7,7
1460,9,9,9,9,9,9,9,9
1461,7,7,7,7,7,7,7,7
1462,7,7,7,7,7,7,7,3
1463,1,1,1,1,1,1,1,1
1464,3,3,3,3,3,3,3,3
1465,6,6,6,6,6,6,6,6
1466,5,5,5,5,5,5,5,5
1467,7,5,5,7,7,7,5,7
1468,4,4,4,4,4,4,6,6
1469,5,5,5,5,5,5,5,5
1470,6,6,6,6,6,6,6,6
1471,9,9,9,9,9,9,9,9
1472,3,3,3,3,3,3,3,3
1473,7,7,7,7,7,7,7,7
1474,0,0,0,0,0,0,0,0
1475,4,4,4,4,4,4,4,4
1476,6,3,6,6,6,6,3,3
1477,1,1,1,1,1,1,1,1
1478,1,1,1,1,1,1,1,1
1479,2,2,2,2,2,2,2,2
1480,2,2,2,2,2,2,2,2
1481,8,8,8,8,8,8,8,8
1482,0,0,0,0,0,0,0,0
1483,9,9,9,9,9,9,9,9
1484,9,9,9,9,9,9,9,9
1485,3,3,3,3,3,3,3,3
1486,2,2,2,2,2,2,2,2
1487,1,1,1,1,1,1,1,1
1488,3,3,3,3,3,3,3,3
1489,3,3,3,3,3,3,3,3
1490,3,3,3,3,3,3,3,3
1491,7,7,7,7,7,7,7,7
1492,4,4,4,4,4,4,4,4
1493,4,4,4,4,4,4,4,4
1494,7,7,7,7,7,7,7,7
1495,2,2,2,2,2,2,2,2
1496,5,5,5,5,5,5,5,5
1497,4,4,4,4,4,4,4,4
1498,4,4,4,4,4,4,4,4
1499,6,6,6,6,6,6,6,6
1500,5,5,5,5,5,5,5,5
1501,9,9,9,9,9,9,9,9
1502,2,2,2,2,2,2,2,2
1503,3,3,3,3,3,3,3,3
1504,4,4,4,4,4,4,4,4
1505,2,2,2,2,2,2,2,2
1506,0,0,0,0,0,0,0,0
1507,8,8,8,8,8,8,8,8
1508,9,9,9,9,9,9,9,9
1509,6,6,6,6,6,6,6,6
1510,5,5,5,5,5,5,5,5
1511,9,9,9,9,9,9,0,0
1512,9,9,9,9,9,9,9,8
1513,1,1,1,1,1,1,1,1
1514,2,2,2,2,2,2,2,2
1515,7,7,7,7,7,7,7,7
1516,5,5,5,5,5,5,5,5
1517,2,2,2,2,2,2,2,2
